ID,CULTVRNAME,LAT,LONG,SPP2
13348,Amarilla runtush,-9.89376,-76.42928,Papa
13349,Cocos,-9.89376,-76.42928,Papa
13350,Criolla,-9.89376,-76.42928,Papa
13352,Clon,-9.89376,-76.42928,Papa
13353,Clavelina,-9.89376,-76.42928,Papa
13354,Cristupa yawarnin,-9.89376,-76.42928,Papa
13355,Amarilla tumbay nativa,-9.89376,-76.42928,Papa
13356,Amarilla redondo,-9.89376,-76.42928,Papa
13357,Amarilla tornillo,-9.89376,-76.42928,Papa
13361,Cruz patasina,-9.89376,-76.42928,Papa
13362,Cruz shongo,-9.89376,-76.42928,Papa
13363,Cuajo juyto,-9.89376,-76.42928,Papa
13365,Cruceño,-9.89376,-76.42928,Papa
13366,Garhuash papa,-9.89376,-76.42928,Papa
13367,Carnipa huagran,-9.89376,-76.42928,Papa
13373,Garhuash rayhuana,-9.89376,-76.42928,Papa
13374,Caramelo juito,-9.89376,-76.42928,Papa
13376,Caramelo,-9.89376,-76.42928,Papa
13378,Caramarquina redondo,-9.89376,-76.42928,Papa
13379,Caramarquina juito,-9.89376,-76.42928,Papa
13380,Caramarquina blanco,-9.89376,-76.42928,Papa
13381,Cashpa shiri,-9.89376,-76.42928,Papa
13382,Caramelo juito yana,-9.89376,-76.42928,Papa
13384,Dosdemaina,-9.89376,-76.42928,Papa
13387,Cashapa tuctun,-9.89376,-76.42928,Papa
13388,Gara calson,-9.89376,-76.42928,Papa
13389,Gara saco,-9.89376,-76.42928,Papa
13391,Garacalzon papa,-9.89376,-76.42928,Papa
13397,Garhuash caramarquina,-9.89376,-76.42928,Papa
13399,Capulí ojos azules,-9.89376,-76.42928,Papa
13402,Huachuy,-9.89376,-76.42928,Papa
13403,Garuash pishgush,-9.89376,-76.42928,Papa
13404,Piña papa blanco,-9.89376,-76.42928,Papa
13406,Garuash shaque,-9.89376,-76.42928,Papa
13408,Caramarquina,-9.89376,-76.42928,Papa
13409,Garuash trompash,-9.89376,-76.42928,Papa
13410,Amarillo yema de huevo,-9.89376,-76.42928,Papa
13411,Garwash lindash,-9.89376,-76.42928,Papa
13412,Garwash shaqui,-9.89376,-76.42928,Papa
13413,Gasapa papa,-9.89376,-76.42928,Papa
13414,Cancha cancha,-9.89376,-76.42928,Papa
13415,Gayarina,-9.89376,-76.42928,Papa
13416,Gayash papa,-9.89376,-76.42928,Papa
13417,Acero juito,-9.89376,-76.42928,Papa
13418,Capiro,-9.89376,-76.42928,Papa
13420,Garra huagrish,-9.89376,-76.42928,Papa
13421,Garra saco papa,-9.89376,-76.42928,Papa
13422,Capuli,-9.89376,-76.42928,Papa
13423,Garuash chaucha,-9.89376,-76.42928,Papa
13424,Garuash chinchis,-9.89376,-76.42928,Papa
13425,Acero moro,-9.89376,-76.42928,Papa
13426,Capllito,-9.89376,-76.42928,Papa
13427,Canela,-9.89376,-76.42928,Papa
13428,Garuash juyto,-9.89376,-76.42928,Papa
13429,Garuash manzana,-9.89376,-76.42928,Papa
13430,Garuash ñawi,-9.89376,-76.42928,Papa
13432,Cantina,-9.89376,-76.42928,Papa
13433,Canteña,-9.89376,-76.42928,Papa
13434,Cashpi azul,-9.89376,-76.42928,Papa
13437,Experimento,-9.89376,-76.42928,Papa
13438,Chaucha chaucha,-9.89376,-76.42928,Papa
13439,Chaucha azul juito,-9.89376,-76.42928,Papa
13440,Chaucha amarilla,-9.89376,-76.42928,Papa
13441,Aguillin,-9.89376,-76.42928,Papa
13442,Achupa wagtan,-9.89376,-76.42928,Papa
13443,Chasqui juito,-9.89376,-76.42928,Papa
13449,Achga shonco,-9.89376,-76.42928,Papa
13451,Cashca,-9.89376,-76.42928,Papa
13452,Chaucha,-9.89376,-76.42928,Papa
13453,Elena rojo,-9.89376,-76.42928,Papa
13454,Gayash saco,-9.89376,-76.42928,Papa
13456,Chiccha,-9.89376,-76.42928,Papa
13458,Chayaquil,-9.89376,-76.42928,Papa
13459,Chaulina,-9.89376,-76.42928,Papa
13460,Estaca papa,-9.89376,-76.42928,Papa
13461,Elena blanco,-9.89376,-76.42928,Papa
13462,Chaucha juyto,-9.89376,-76.42928,Papa
13463,Chaucha rosado,-9.89376,-76.42928,Papa
13464,Chaucha rojo,-9.89376,-76.42928,Papa
13466,Chaucha negro,-9.89376,-76.42928,Papa
13469,Chasca,-9.89376,-76.42928,Papa
13470,Elena,-9.89376,-76.42928,Papa
13471,Cashpish papa,-9.89376,-76.42928,Papa
13472,Gallga collito,-9.89376,-76.42928,Papa
13473,Celis juito,-9.89376,-76.42928,Papa
13474,Cayu cayu,-9.89376,-76.42928,Papa
13475,Cayno,-9.89376,-76.42928,Papa
13477,Ganto ganto,-9.89376,-76.42928,Papa
13478,Chata andina,-9.89376,-76.42928,Papa
13479,Cayash juito,-9.89376,-76.42928,Papa
13480,Gallash juito,-9.89376,-76.42928,Papa
13481,Gantu papa,-9.89376,-76.42928,Papa
13482,Gantupa milagrun,-9.89376,-76.42928,Papa
13485,Gara botas,-9.89376,-76.42928,Papa
13486,Cashpichu,-9.89376,-76.42928,Papa
13487,Ganto juyto,-9.89376,-76.42928,Papa
13490,Chagan,-9.89376,-76.42928,Papa
13491,Chacuapa runtun juito,-9.89376,-76.42928,Papa
13492,Chacuapa runtun,-9.89376,-76.42928,Papa
13494,Chacua wayro,-9.89376,-76.42928,Papa
13495,Gallato juyto,-9.89376,-76.42928,Papa
13496,Gachgas cachi,-9.89376,-76.42928,Papa
13497,Gallato,-9.89376,-76.42928,Papa
13498,Gachgas juito,-9.89376,-76.42928,Papa
13499,Celis papa,-9.89376,-76.42928,Papa
13500,Celis paltag,-9.89376,-76.42928,Papa
13501,Gachgash papa,-9.89376,-76.42928,Papa
13502,Gachgashpa runtun,-9.89376,-76.42928,Papa
13503,Galampampa,-9.89376,-76.42928,Papa
13504,Chicnches,-9.89376,-76.42928,Papa
13505,Cepiro,-9.89376,-76.42928,Papa
13506,Shaque rojo,-9.89376,-76.42928,Papa
13509,Shanapa papa,-9.89376,-76.42928,Papa
13510,Shapa amarillo,-9.89376,-76.42928,Papa
13511,Shapag juito,-9.89376,-76.42928,Papa
13512,Shapaquito,-9.89376,-76.42928,Papa
13513,Shapoj,-9.89376,-76.42928,Papa
13514,Shapoj juyto,-9.89376,-76.42928,Papa
13515,Shapoj juyto rosa,-9.89376,-76.42928,Papa
13516,Shaque,-9.89376,-76.42928,Papa
13517,Shaque amarillo,-9.89376,-76.42928,Papa
13518,Shaque blanco,-9.89376,-76.42928,Papa
13519,Shaque flor blanco,-9.89376,-76.42928,Papa
13520,Tornillo ojos rojos,-9.89376,-76.42928,Papa
13521,Shiri,-9.89376,-76.42928,Papa
13522,Simita,-9.89376,-76.42928,Papa
13523,Shuyto,-9.89376,-76.42928,Papa
13524,Shuplanca papa,-9.89376,-76.42928,Papa
13525,Shuplanca,-9.89376,-76.42928,Papa
13527,Shaque peruano,-9.89376,-76.42928,Papa
13528,Shiri blanco,-9.89376,-76.42928,Papa
13529,Shaque pestaña azul,-9.89376,-76.42928,Papa
13530,Shipu chacuan,-9.89376,-76.42928,Papa
13531,Shaulish,-9.89376,-76.42928,Papa
13532,Shatu juitu,-9.89376,-76.42928,Papa
13534,Shaque rosado,-9.89376,-76.42928,Papa
13536,Shiri juito,-9.89376,-76.42928,Papa
13538,Shalichi,-9.89376,-76.42928,Papa
13539,Saucipa murun,-9.89376,-76.42928,Papa
13540,Sasahuanquina,-9.89376,-76.42928,Papa
13541,Santupa gaglan,-9.89376,-76.42928,Papa
13542,Santa rosa papa,-9.89376,-76.42928,Papa
13543,Señorita,-9.89376,-76.42928,Papa
13544,Sangre de cristo,-9.89376,-76.42928,Papa
13545,Señorita papa,-9.89376,-76.42928,Papa
13546,San Juan papa,-9.89376,-76.42928,Papa
13547,Sacun logteg,-9.89376,-76.42928,Papa
13548,Sacha papa,-9.89376,-76.42928,Papa
13549,Runtush,-9.89376,-76.42928,Papa
13550,Runa magash,-9.89376,-76.42928,Papa
13551,Ruiru jerga punchu,-9.89376,-76.42928,Papa
13552,Santa maría,-9.89376,-76.42928,Papa
13553,Shagapa,-9.89376,-76.42928,Papa
13554,Sogo chaucha,-9.89376,-76.42928,Papa
13556,Shagsho papa,-9.89376,-76.42928,Papa
13557,Shagsho juito,-9.89376,-76.42928,Papa
13559,Semita,-9.89376,-76.42928,Papa
13560,Shagapa juito,-9.89376,-76.42928,Papa
13562,Shacana papa,-9.89376,-76.42928,Papa
13563,Serro juitu morado,-9.89376,-76.42928,Papa
13564,Serreña papa,-9.89376,-76.42928,Papa
13565,Serreña,-9.89376,-76.42928,Papa
13566,Serranita,-9.89376,-76.42928,Papa
13567,Sereno,-9.89376,-76.42928,Papa
13569,Tarushpa wagrangayash saco,-9.89376,-76.42928,Papa
13570,Tarma negro moro,-9.89376,-76.42928,Papa
13573,Tatash ojos azules,-9.89376,-76.42928,Papa
13574,Tatash,-9.89376,-76.42928,Papa
13576,Tashga,-9.89376,-76.42928,Papa
13578,Tarushpa wagran,-9.89376,-76.42928,Papa
13579,Tarushpa cachun,-9.89376,-76.42928,Papa
13580,Tarmeña,-9.89376,-76.42928,Papa
13581,Tarma rosado,-9.89376,-76.42928,Papa
13582,Tarma rojo moro,-9.89376,-76.42928,Papa
13583,Siquinpilpaj papa,-9.89376,-76.42928,Papa
13584,Tashga papa,-9.89376,-76.42928,Papa
13585,Tomasa papa,-9.89376,-76.42928,Papa
13587,Tornillo anaranjado,-9.89376,-76.42928,Papa
13588,Tornillo amarillo,-9.89376,-76.42928,Papa
13589,Tornillo,-9.89376,-76.42928,Papa
13590,Tormanyo juito,-9.89376,-76.42928,Papa
13593,Tarma negro,-9.89376,-76.42928,Papa
13594,Tomasa juitu,-9.89376,-76.42928,Papa
13595,Tomasa,-9.89376,-76.42928,Papa
13596,Timbay,-9.89376,-76.42928,Papa
13597,Ticticina,-9.89376,-76.42928,Papa
13598,Teresa papa,-9.89376,-76.42928,Papa
13599,Tauri papa,-9.89376,-76.42928,Papa
13600,Tomate juyto,-9.89376,-76.42928,Papa
13601,Sogo walash,-9.89376,-76.42928,Papa
13602,Tarma rojo,-9.89376,-76.42928,Papa
13604,Soltero micunan papa,-9.89376,-76.42928,Papa
13605,Sogu tarma,-9.89376,-76.42928,Papa
13606,Sogu shagapa,-9.89376,-76.42928,Papa
13608,Sogu ñawi paltag,-9.89376,-76.42928,Papa
13609,Supaypa wagran,-9.89376,-76.42928,Papa
13610,Sogo utcush,-9.89376,-76.42928,Papa
13612,Sogo paltaj,-9.89376,-76.42928,Papa
13613,Sogo ñawi,-9.89376,-76.42928,Papa
13614,Sogo chinchis,-9.89376,-76.42928,Papa
13616,Sogu papa,-9.89376,-76.42928,Papa
13617,Tantamaina rojo,-9.89376,-76.42928,Papa
13618,Tarma moro,-9.89376,-76.42928,Papa
13619,Tarma blanco,-9.89376,-76.42928,Papa
13620,Tarma azul moro,-9.89376,-76.42928,Papa
13621,Tarma azul,-9.89376,-76.42928,Papa
13622,Tarma,-9.89376,-76.42928,Papa
13624,Tantamayino,-9.89376,-76.42928,Papa
13625,Sirabamba,-9.89376,-76.42928,Papa
13626,Piña papa,-9.89376,-76.42928,Papa
13627,Tantamaína,-9.89376,-76.42928,Papa
13628,Huachuy juito,-9.89376,-76.42928,Papa
13629,Tabardillo papa,-9.89376,-76.42928,Papa
13630,Tabardillo,-9.89376,-76.42928,Papa
13631,Surpicio,-9.89376,-76.42928,Papa
13632,Taragallo,-9.89376,-76.42928,Papa
13635,Puca tashga,-9.89376,-76.42928,Papa
13636,Puca tarmeña,-9.89376,-76.42928,Papa
13637,Puca tarma,-9.89376,-76.42928,Papa
13638,Puca shongo,-9.89376,-76.42928,Papa
13639,Puca tornillo,-9.89376,-76.42928,Papa
13640,Puca shiri,-9.89376,-76.42928,Papa
13642,Puca shaqui amarillo,-9.89376,-76.42928,Papa
13643,Puca shaqui,-9.89376,-76.42928,Papa
13645,Puca shagapa,-9.89376,-76.42928,Papa
13646,Puca serro juitu,-9.89376,-76.42928,Papa
13648,Puca shiri juyto,-9.89376,-76.42928,Papa
13654,Pucroj,-9.89376,-76.42928,Papa
13656,Pucashiri,-9.89376,-76.42928,Papa
13657,Puca saco,-9.89376,-76.42928,Papa
13658,Pucarayhuana,-9.89376,-76.42928,Papa
13660,Pucacuro,-9.89376,-76.42928,Papa
13661,Puca wiclush,-9.89376,-76.42928,Papa
13662,Puca waytachuco,-9.89376,-76.42928,Papa
13663,Puca wayro,-9.89376,-76.42928,Papa
13665,Puca mishipa chengan,-9.89376,-76.42928,Papa
13667,Puca ñawi,-9.89376,-76.42928,Papa
13669,Puca nawi amarilla,-9.89376,-76.42928,Papa
13671,Puca ñawi papa,-9.89376,-76.42928,Papa
13672,Puca mula jitarpoj,-9.89376,-76.42928,Papa
13674,Puca manzana papa,-9.89376,-76.42928,Papa
13675,Puca mama,-9.89376,-76.42928,Papa
13678,Puca kitipsho,-9.89376,-76.42928,Papa
13679,Puca juyto,-9.89376,-76.42928,Papa
13681,Puca pishgosh rojo,-9.89376,-76.42928,Papa
13682,Puca rambras,-9.89376,-76.42928,Papa
13683,Puca quitipsho,-9.89376,-76.42928,Papa
13684,Puca pumapa maquin,-9.89376,-76.42928,Papa
13687,Puca ñawi juyto,-9.89376,-76.42928,Papa
13688,Puca pishgush,-9.89376,-76.42928,Papa
13689,Pucutay papa,-9.89376,-76.42928,Papa
13690,Puca piña,-9.89376,-76.42928,Papa
13694,Puca pampamachay,-9.89376,-76.42928,Papa
13695,Puca paltaj,-9.89376,-76.42928,Papa
13696,Puca pishgush moro,-9.89376,-76.42928,Papa
13697,Rodondo jaspeado,-9.89376,-76.42928,Papa
13698,Rayin papa,-9.89376,-76.42928,Papa
13699,Rosado clavel,-9.89376,-76.42928,Papa
13701,Rosa juito,-9.89376,-76.42928,Papa
13702,Rosa amarillo,-9.89376,-76.42928,Papa
13703,Rosado juyto,-9.89376,-76.42928,Papa
13706,Rima rima juito,-9.89376,-76.42928,Papa
13707,Rima rima,-9.89376,-76.42928,Papa
13708,Renacimiento,-9.89376,-76.42928,Papa
13710,Raywana,-9.89376,-76.42928,Papa
13712,Rompe calzón,-9.89376,-76.42928,Papa
13714,Tornillo redondo,-9.89376,-76.42928,Papa
13715,Rosullu juyto,-9.89376,-76.42928,Papa
13717,Rosado wiclush,-9.89376,-76.42928,Papa
13718,Rosado tarma,-9.89376,-76.42928,Papa
13720,Rosado shagapa,-9.89376,-76.42928,Papa
13721,Rayhuana ojos blanco,-9.89376,-76.42928,Papa
13723,Rosado piña papa,-9.89376,-76.42928,Papa
13728,Rosado shongo,-9.89376,-76.42928,Papa
13729,Puru puru juito,-9.89376,-76.42928,Papa
13730,Raynacimiento,-9.89376,-76.42928,Papa
13731,Quitipsho,-9.89376,-76.42928,Papa
13732,Quinuapa tulun,-9.89376,-76.42928,Papa
13733,Quesun angash yash,-9.89376,-76.42928,Papa
13734,Quesun amushga,-9.89376,-76.42928,Papa
13735,Quitipsho morado,-9.89376,-76.42928,Papa
13736,Puru puru shaqui,-9.89376,-76.42928,Papa
13737,Quitipsho pulpa blanco,-9.89376,-76.42928,Papa
13738,Puño,-9.89376,-76.42928,Papa
13739,Pumapamaquin rojo,-9.89376,-76.42928,Papa
13740,Pumapamaquin moro,-9.89376,-76.42928,Papa
13741,Pumapamaquin azul,-9.89376,-76.42928,Papa
13742,Pumapa maquin,-9.89376,-76.42928,Papa
13744,Queso juyto,-9.89376,-76.42928,Papa
13745,Rambras azul,-9.89376,-76.42928,Papa
13746,Rayan papa,-9.89376,-76.42928,Papa
13747,Rayan negro,-9.89376,-76.42928,Papa
13748,Rayador juito,-9.89376,-76.42928,Papa
13749,Ranrasina,-9.89376,-76.42928,Papa
13750,Rambrash juito,-9.89376,-76.42928,Papa
13751,Quitipsho guinda,-9.89376,-76.42928,Papa
13752,Rambras negro,-9.89376,-76.42928,Papa
13753,Rucupa cuncan,-9.89376,-76.42928,Papa
13754,Rain papa,-9.89376,-76.42928,Papa
13755,Rain,-9.89376,-76.42928,Papa
13756,Racuash juito,-9.89376,-76.42928,Papa
13757,Raco juito,-9.89376,-76.42928,Papa
13758,Rabanito papa,-9.89376,-76.42928,Papa
13759,Quitipsho rojo,-9.89376,-76.42928,Papa
13760,Rambrash,-9.89376,-76.42928,Papa
13763,Yana quitipsho,-9.89376,-76.42928,Papa
13764,Yana rambras,-9.89376,-76.42928,Papa
13765,Yana rayhuana,-9.89376,-76.42928,Papa
13766,Yana shaque,-9.89376,-76.42928,Papa
13767,Yana shiri,-9.89376,-76.42928,Papa
13768,Yana tarma,-9.89376,-76.42928,Papa
13769,Yana tita,-9.89376,-76.42928,Papa
13770,Yana tornillo,-9.89376,-76.42928,Papa
13771,Yana tumbay,-9.89376,-76.42928,Papa
13772,Yana ururupa,-9.89376,-76.42928,Papa
13773,Yana utcush,-9.89376,-76.42928,Papa
13774,Yana utu,-9.89376,-76.42928,Papa
13775,Tornillo jaspeado,-9.89376,-76.42928,Papa
13776,Yana winco,-9.89376,-76.42928,Papa
13779,Yawar papa,-9.89376,-76.42928,Papa
13780,Yawar juito,-9.89376,-76.42928,Papa
13782,Yana wacapa uman,-9.89376,-76.42928,Papa
13783,Yanarayhuana,-9.89376,-76.42928,Papa
13784,Yana walash,-9.89376,-76.42928,Papa
13785,Yana wiclus,-9.89376,-76.42928,Papa
13786,Yana wejo,-9.89376,-76.42928,Papa
13787,Yana wayrush,-9.89376,-76.42928,Papa
13788,Yana wayro,-9.89376,-76.42928,Papa
13791,Yanasina,-9.89376,-76.42928,Papa
13793,Yana pumapamaquin,-9.89376,-76.42928,Papa
13794,Yana iscapapa,-9.89376,-76.42928,Papa
13795,Yana isca papa,-9.89376,-76.42928,Papa
13796,Yana huiclush,-9.89376,-76.42928,Papa
13797,Yana huayrush,-9.89376,-76.42928,Papa
13799,Yana gepsha,-9.89376,-76.42928,Papa
13800,Yana juyto,-9.89376,-76.42928,Papa
13801,Yana culebra,-9.89376,-76.42928,Papa
13802,Yana condor,-9.89376,-76.42928,Papa
13803,Yana conchucsno,-9.89376,-76.42928,Papa
13804,Yana conchucano,-9.89376,-76.42928,Papa
13805,Yana chinchis,-9.89376,-76.42928,Papa
13806,Yana chaucha,-9.89376,-76.42928,Papa
13807,Yana huacapa huagran,-9.89376,-76.42928,Papa
13808,Yana mulajitarpoj,-9.89376,-76.42928,Papa
13811,Yana pishgush,-9.89376,-76.42928,Papa
13812,Yana piña,-9.89376,-76.42928,Papa
13813,Yana pampamachay,-9.89376,-76.42928,Papa
13815,Yana ñawi,-9.89376,-76.42928,Papa
13816,Yana puitipsho,-9.89376,-76.42928,Papa
13817,Yana misión,-9.89376,-76.42928,Papa
13818,Yana milagro,-9.89376,-76.42928,Papa
13820,Yana mariposa,-9.89376,-76.42928,Papa
13821,Yana kitipshu redondo,-9.89376,-76.42928,Papa
13822,Yana kitipsho,-9.89376,-76.42928,Papa
13823,Yana paltaj,-9.89376,-76.42928,Papa
13824,Yuraj piña,-9.89376,-76.42928,Papa
13825,Yuraj manzana papa,-9.89376,-76.42928,Papa
13826,Yuraj sahqui,-9.89376,-76.42928,Papa
13827,Yuraj quinuapatulun,-9.89376,-76.42928,Papa
13828,Yuraj pumapamaquin,-9.89376,-76.42928,Papa
13830,Yuraj shagapa,-9.89376,-76.42928,Papa
13831,Yuraj pishgush,-9.89376,-76.42928,Papa
13832,Yuraj shaqui,-9.89376,-76.42928,Papa
13834,Yuraj panatawina,-9.89376,-76.42928,Papa
13835,Yuraj paltaj,-9.89376,-76.42928,Papa
13837,Yuraj nawi amarilla,-9.89376,-76.42928,Papa
13838,Yema de huevo,-9.89376,-76.42928,Papa
13839,Yuraj puca shiri,-9.89376,-76.42928,Papa
13840,Yuraj wicllush,-9.89376,-76.42928,Papa
13845,Zapallo,-9.89376,-76.42928,Papa
13847,Yuraj wiclush,-9.89376,-76.42928,Papa
13848,Yuraj maimishicra,-9.89376,-76.42928,Papa
13849,Yuraj wayro,-9.89376,-76.42928,Papa
13851,Yuraj utcush,-9.89376,-76.42928,Papa
13853,Yuraj tashga,-9.89376,-76.42928,Papa
13854,Yuraj shiri,-9.89376,-76.42928,Papa
13855,Yyrag pampamachay,-9.89376,-76.42928,Papa
13857,Yuraj mulajitarpoj,-9.89376,-76.42928,Papa
13858,Yungay moro,-9.89376,-76.42928,Papa
13860,Yuca papa,-9.89376,-76.42928,Papa
13861,Yuca juyto,-9.89376,-76.42928,Papa
13864,Yuraj auquin,-9.89376,-76.42928,Papa
13870,Yacusina papa,-9.89376,-76.42928,Papa
13872,Yuraj curao,-9.89376,-76.42928,Papa
13875,Yuraj jancash,-9.89376,-76.42928,Papa
13876,Yuraj janca shiri,-9.89376,-76.42928,Papa
13877,Yuraj huishash,-9.89376,-76.42928,Papa
13878,Yungay rojo,-9.89376,-76.42928,Papa
13879,Yuraj garasaco,-9.89376,-76.42928,Papa
13881,Yuraj cuñori,-9.89376,-76.42928,Papa
13882,Yuraj culebra,-9.89376,-76.42928,Papa
13883,Yuraj conchucano,-9.89376,-76.42928,Papa
13884,Yuraj cocus,-9.89376,-76.42928,Papa
13885,Yuraj cashpish,-9.89376,-76.42928,Papa
13886,Yuraj cachquispa tuctun,-9.89376,-76.42928,Papa
13887,Yuraj hualash,-9.89376,-76.42928,Papa
13888,Ucush juito,-9.89376,-76.42928,Papa
13889,Tuyu juyto,-9.89376,-76.42928,Papa
13892,Ultupa pachan,-9.89376,-76.42928,Papa
13893,Ultu papa,-9.89376,-76.42928,Papa
13895,Ucush papa,-9.89376,-76.42928,Papa
13896,Uru rupa papa,-9.89376,-76.42928,Papa
13897,Uchu uchu rojo,-9.89376,-76.42928,Papa
13898,Uchu uchu moro,-9.89376,-76.42928,Papa
13899,Uchu uchu amarillo,-9.89376,-76.42928,Papa
13900,Uchu uchu,-9.89376,-76.42928,Papa
13901,Tuyupa tuctun,-9.89376,-76.42928,Papa
13902,Uysha juyto,-9.89376,-76.42928,Papa
13903,Ulto juyto,-9.89376,-76.42928,Papa
13904,Ushpanca,-9.89376,-76.42928,Papa
13905,Yana anillina,-9.89376,-76.42928,Papa
13906,Utcush negro,-9.89376,-76.42928,Papa
13907,Utcush blanco,-9.89376,-76.42928,Papa
13908,Utcush azul,-9.89376,-76.42928,Papa
13909,Utcush amarillo,-9.89376,-76.42928,Papa
13911,Ushpanca papa,-9.89376,-76.42928,Papa
13912,Tusipa llanquin,-9.89376,-76.42928,Papa
13913,Usha papa tornillo,-9.89376,-76.42928,Papa
13914,Usha papa redondo,-9.89376,-76.42928,Papa
13915,Usha papa amarillo,-9.89376,-76.42928,Papa
13916,Usha papa,-9.89376,-76.42928,Papa
13917,Ururupa papa,-9.89376,-76.42928,Papa
13918,Urubambina,-9.89376,-76.42928,Papa
13919,Utcush,-9.89376,-76.42928,Papa
13920,Tuclish,-9.89376,-76.42928,Papa
13921,Tuyu papa,-9.89376,-76.42928,Papa
13922,Tumbay nativa,-9.89376,-76.42928,Papa
13923,Tumbay blanco,-9.89376,-76.42928,Papa
13924,Tumbay amarillo,-9.89376,-76.42928,Papa
13925,Tumbay,-9.89376,-76.42928,Papa
13926,Tumbay nativa ojos azules,-9.89376,-76.42928,Papa
13927,Tucupa nawin,-9.89376,-76.42928,Papa
13928,Tumbay negro,-9.89376,-76.42928,Papa
13929,Tucinu,-9.89376,-76.42928,Papa
13930,Tucan papa,-9.89376,-76.42928,Papa
13931,Trompo,-9.89376,-76.42928,Papa
13932,Trompash amarillo,-9.89376,-76.42928,Papa
13933,Trompash,-9.89376,-76.42928,Papa
13934,Trombina gapia papa,-9.89376,-76.42928,Papa
13935,Tullu juito,-9.89376,-76.42928,Papa
13936,Tumu,-9.89376,-76.42928,Papa
13937,Tusi papa,-9.89376,-76.42928,Papa
13938,Tusi juito blanco,-9.89376,-76.42928,Papa
13939,Tushi juyto,-9.89376,-76.42928,Papa
13940,Turmanyo juyto,-9.89376,-76.42928,Papa
13941,Turmanyo,-9.89376,-76.42928,Papa
13942,Tumbay nativa amarilla,-9.89376,-76.42928,Papa
13943,Tunco papa,-9.89376,-76.42928,Papa
13944,Uysha papa,-9.89376,-76.42928,Papa
13945,Tumi morado,-9.89376,-76.42928,Papa
13946,Tumbay rojo,-9.89376,-76.42928,Papa
13947,Tumbay pestaña azul,-9.89376,-76.42928,Papa
13948,Tumbay ojos rojos,-9.89376,-76.42928,Papa
13949,Tumbay ojos blancos,-9.89376,-76.42928,Papa
13950,Tumbay ojos azules,-9.89376,-76.42928,Papa
13951,Tunqui huayro,-9.89376,-76.42928,Papa
13953,Walash rosado,-9.89376,-76.42928,Papa
13954,Wayro,-9.89376,-76.42928,Papa
13957,Wayanay,-9.89376,-76.42928,Papa
13958,Wayro morado,-9.89376,-76.42928,Papa
13959,Wasa warina,-9.89376,-76.42928,Papa
13960,Wayro moro,-9.89376,-76.42928,Papa
13964,Wanca wayro,-9.89376,-76.42928,Papa
13965,Wama shina,-9.89376,-76.42928,Papa
13966,Utu papa,-9.89376,-76.42928,Papa
13967,Wasa wasina,-9.89376,-76.42928,Papa
13968,Wiclush anaranjado,-9.89376,-76.42928,Papa
13969,Tajanero,-9.89376,-76.42928,Papa
13970,Yacu rayhuana,-9.89376,-76.42928,Papa
13971,Wisculpa atacan,-9.89376,-76.42928,Papa
13972,Wilclush anaranjado,-9.89376,-76.42928,Papa
13973,Wiclush rojo,-9.89376,-76.42928,Papa
13975,Wiclush blanco,-9.89376,-76.42928,Papa
13976,Walash rojo,-9.89376,-76.42928,Papa
13977,Wiclush,-9.89376,-76.42928,Papa
13978,Wayta papa,-9.89376,-76.42928,Papa
13979,Wayta chucu pinto,-9.89376,-76.42928,Papa
13980,Wayta chuco,-9.89376,-76.42928,Papa
13981,Wayrush,-9.89376,-76.42928,Papa
13982,Wayro rojo,-9.89376,-76.42928,Papa
13983,Wiclush negro,-9.89376,-76.42928,Papa
13984,Villacano juito,-9.89376,-76.42928,Papa
13985,Wallanquina,-9.89376,-76.42928,Papa
13986,Wacapa gallun,-9.89376,-76.42928,Papa
13987,Wacapa cuajun,-9.89376,-76.42928,Papa
13989,Viuda,-9.89376,-76.42928,Papa
13990,Wacapa pachan,-9.89376,-76.42928,Papa
13992,Wacapa wagran,-9.89376,-76.42928,Papa
13994,Velacashapa tuctun,-9.89376,-76.42928,Papa
13995,Varaj shiri,-9.89376,-76.42928,Papa
13996,Varag shiri,-9.89376,-76.42928,Papa
13998,Uysha shiri,-9.89376,-76.42928,Papa
13999,Viscuchuelo juito,-9.89376,-76.42928,Papa
14000,Wacuy,-9.89376,-76.42928,Papa
14001,Walash negro,-9.89376,-76.42928,Papa
14002,Walash blanco,-9.89376,-76.42928,Papa
14003,Walash,-9.89376,-76.42928,Papa
14005,Wacuy tatash,-9.89376,-76.42928,Papa
14006,Wacapa gallun yoraj,-9.89376,-76.42928,Papa
14007,Wacuy blanco juyto,-9.89376,-76.42928,Papa
14008,Yahuar shongo,-9.89376,-76.42928,Papa
14009,Wachuy juyto,-9.89376,-76.42928,Papa
14010,Wacarina blanco,-9.89376,-76.42928,Papa
14011,Wacarina,-9.89376,-76.42928,Papa
14012,Wacapapachan blanco,-9.89376,-76.42928,Papa
14013,Wacapa wiran,-9.89376,-76.42928,Papa
14014,Wacapa wawan,-9.89376,-76.42928,Papa
14015,Wacuy negro juyto,-9.89376,-76.42928,Papa
14016,Michipa sengan,-9.89376,-76.42928,Papa
14017,Mashua papa,-9.89376,-76.42928,Papa
14025,Maymish blanco,-9.89376,-76.42928,Papa
14026,Maymish morado,-9.89376,-76.42928,Papa
14027,Maymishicra,-9.89376,-76.42928,Papa
14028,Maymishicra blanco,-9.89376,-76.42928,Papa
